production_id,date,year,month,month_name,quarter,category,planned_qty,actual_qty,wastage_qty,net_produced_qty,raw_milk_used_l,production_efficiency_pct,wastage_rate_pct,shift,batch_number,day_of_week,financial_year,efficiency_band,data_quality_flag
PR003891,2025-01-08,2025,1,January,Q1,Butter,87,79,1,78,1738.0,90.8,1.27,Morning,BATCH-20250108-BUT,Wednesday,FY2024-25,Fair (90-95%),OK
PR003892,2025-01-08,2025,1,January,Q1,Cream,59,53,2,51,318.0,89.83,3.77,Morning,BATCH-20250108-CRE,Wednesday,FY2024-25,Poor (85-90%),OK
PR003893,2025-01-09,2025,1,January,Q1,Milk Bulk,956,847,24,823,889.4,88.6,2.83,Morning,BATCH-20250109-MIL,Thursday,FY2024-25,Poor (85-90%),OK
PR003894,2025-01-09,2025,1,January,Q1,Milk Packet,1842,1640,33,1607,1771.2,89.03,2.01,Evening,BATCH-20250109-MIL,Thursday,FY2024-25,Poor (85-90%),OK
PR003895,2025-01-09,2025,1,January,Q1,Paneer,73,71,2,69,603.5,97.26,2.82,Evening,BATCH-20250109-PAN,Thursday,FY2024-25,Good (95-100%),OK
PR003896,2025-01-09,2025,1,January,Q1,Curd,319,315,8,307,346.5,98.75,2.54,Evening,BATCH-20250109-CUR,Thursday,FY2024-25,Good (95-100%),OK
PR003897,2025-01-09,2025,1,January,Q1,Ghee,57,52,1,51,1040.0,91.23,1.92,Morning,BATCH-20250109-GHE,Thursday,FY2024-25,Fair (90-95%),OK
PR003898,2025-01-09,2025,1,January,Q1,Butter,83,75,1,74,1650.0,90.36,1.33,Evening,BATCH-20250109-BUT,Thursday,FY2024-25,Fair (90-95%),OK
PR003899,2025-01-09,2025,1,January,Q1,Cream,39,36,0,36,216.0,92.31,0.0,Evening,BATCH-20250109-CRE,Thursday,FY2024-25,Fair (90-95%),OK
PR003900,2025-01-10,2025,1,January,Q1,Milk Bulk,885,787,10,777,826.4,88.93,1.27,Morning,BATCH-20250110-MIL,Friday,FY2024-25,Poor (85-90%),OK
PR003901,2025-01-10,2025,1,January,Q1,Milk Packet,1476,1377,46,1331,1487.2,93.29,3.34,Evening,BATCH-20250110-MIL,Friday,FY2024-25,Fair (90-95%),OK
PR003902,2025-01-10,2025,1,January,Q1,Paneer,123,117,2,115,994.5,95.12,1.71,Morning,BATCH-20250110-PAN,Friday,FY2024-25,Good (95-100%),OK
PR003903,2025-01-10,2025,1,January,Q1,Curd,238,229,6,223,251.9,96.22,2.62,Evening,BATCH-20250110-CUR,Friday,FY2024-25,Good (95-100%),OK
PR003904,2025-01-10,2025,1,January,Q1,Ghee,61,58,1,57,1160.0,95.08,1.72,Morning,BATCH-20250110-GHE,Friday,FY2024-25,Good (95-100%),OK
PR003905,2025-01-10,2025,1,January,Q1,Butter,104,102,2,100,2244.0,98.08,1.96,Evening,BATCH-20250110-BUT,Friday,FY2024-25,Good (95-100%),OK
PR003906,2025-01-10,2025,1,January,Q1,Cream,37,32,1,31,192.0,86.49,3.12,Morning,BATCH-20250110-CRE,Friday,FY2024-25,Poor (85-90%),OK
PR003907,2025-01-11,2025,1,January,Q1,Milk Bulk,964,931,17,914,977.6,96.58,1.83,Evening,BATCH-20250111-MIL,Saturday,FY2024-25,Good (95-100%),OK
PR003908,2025-01-11,2025,1,January,Q1,Milk Packet,1431,1390,48,1342,1501.2,97.13,3.45,Morning,BATCH-20250111-MIL,Saturday,FY2024-25,Good (95-100%),OK
PR003909,2025-01-11,2025,1,January,Q1,Paneer,94,93,2,91,790.5,98.94,2.15,Morning,BATCH-20250111-PAN,Saturday,FY2024-25,Good (95-100%),OK
PR003910,2025-01-11,2025,1,January,Q1,Curd,253,250,8,242,275.0,98.81,3.2,Morning,BATCH-20250111-CUR,Saturday,FY2024-25,Good (95-100%),OK
PR003911,2025-01-11,2025,1,January,Q1,Ghee,50,44,1,43,880.0,88.0,2.27,Morning,BATCH-20250111-GHE,Saturday,FY2024-25,Poor (85-90%),OK
PR003912,2025-01-11,2025,1,January,Q1,Butter,102,92,2,90,2024.0,90.2,2.17,Evening,BATCH-20250111-BUT,Saturday,FY2024-25,Fair (90-95%),OK
PR003913,2025-01-11,2025,1,January,Q1,Cream,27,25,0,25,150.0,92.59,0.0,Evening,BATCH-20250111-CRE,Saturday,FY2024-25,Fair (90-95%),OK
PR003914,2025-01-13,2025,1,January,Q1,Milk Bulk,931,915,26,889,960.8,98.28,2.84,Morning,BATCH-20250113-MIL,Monday,FY2024-25,Good (95-100%),OK
PR003915,2025-01-13,2025,1,January,Q1,Milk Packet,1959,1772,24,1748,1913.8,90.45,1.35,Morning,BATCH-20250113-MIL,Monday,FY2024-25,Fair (90-95%),OK
PR003916,2025-01-13,2025,1,January,Q1,Paneer,113,101,2,99,858.5,89.38,1.98,Morning,BATCH-20250113-PAN,Monday,FY2024-25,Poor (85-90%),OK
PR003917,2025-01-13,2025,1,January,Q1,Curd,273,247,6,241,271.7,90.48,2.43,Evening,BATCH-20250113-CUR,Monday,FY2024-25,Fair (90-95%),OK
PR003918,2025-01-13,2025,1,January,Q1,Ghee,39,37,1,36,740.0,94.87,2.7,Morning,BATCH-20250113-GHE,Monday,FY2024-25,Fair (90-95%),OK
PR003919,2025-01-13,2025,1,January,Q1,Butter,94,83,1,82,1826.0,88.3,1.2,Morning,BATCH-20250113-BUT,Monday,FY2024-25,Poor (85-90%),OK
PR003920,2025-01-13,2025,1,January,Q1,Cream,28,26,0,26,156.0,92.86,0.0,Evening,BATCH-20250113-CRE,Monday,FY2024-25,Fair (90-95%),OK
PR003921,2025-01-14,2025,1,January,Q1,Milk Bulk,732,694,8,686,728.7,94.81,1.15,Morning,BATCH-20250114-MIL,Tuesday,FY2024-25,Fair (90-95%),OK
PR003922,2025-01-14,2025,1,January,Q1,Milk Packet,1554,1374,50,1324,1483.9,88.42,3.64,Evening,BATCH-20250114-MIL,Tuesday,FY2024-25,Poor (85-90%),OK
PR003923,2025-01-14,2025,1,January,Q1,Paneer,129,113,3,110,960.5,87.6,2.65,Evening,BATCH-20250114-PAN,Tuesday,FY2024-25,Poor (85-90%),OK
PR003924,2025-01-14,2025,1,January,Q1,Curd,241,230,7,223,253.0,95.44,3.04,Morning,BATCH-20250114-CUR,Tuesday,FY2024-25,Good (95-100%),OK
PR003925,2025-01-14,2025,1,January,Q1,Ghee,40,38,0,38,760.0,95.0,0.0,Evening,BATCH-20250114-GHE,Tuesday,FY2024-25,Fair (90-95%),OK
PR003926,2025-01-14,2025,1,January,Q1,Butter,84,77,2,75,1694.0,91.67,2.6,Evening,BATCH-20250114-BUT,Tuesday,FY2024-25,Fair (90-95%),OK
PR003927,2025-01-14,2025,1,January,Q1,Cream,60,57,2,55,342.0,95.0,3.51,Evening,BATCH-20250114-CRE,Tuesday,FY2024-25,Fair (90-95%),OK
PR003928,2025-01-15,2025,1,January,Q1,Milk Bulk,722,678,7,671,711.9,93.91,1.03,Evening,BATCH-20250115-MIL,Wednesday,FY2024-25,Fair (90-95%),OK
PR003929,2025-01-15,2025,1,January,Q1,Milk Packet,1625,1529,39,1490,1651.3,94.09,2.55,Morning,BATCH-20250115-MIL,Wednesday,FY2024-25,Fair (90-95%),OK
PR003930,2025-01-15,2025,1,January,Q1,Paneer,85,83,1,82,705.5,97.65,1.2,Morning,BATCH-20250115-PAN,Wednesday,FY2024-25,Good (95-100%),OK
PR003931,2025-01-15,2025,1,January,Q1,Curd,213,198,5,193,217.8,92.96,2.53,Evening,BATCH-20250115-CUR,Wednesday,FY2024-25,Fair (90-95%),OK
PR003932,2025-01-15,2025,1,January,Q1,Ghee,69,66,1,65,1320.0,95.65,1.52,Morning,BATCH-20250115-GHE,Wednesday,FY2024-25,Good (95-100%),OK
PR003933,2025-01-15,2025,1,January,Q1,Butter,100,95,1,94,2090.0,95.0,1.05,Morning,BATCH-20250115-BUT,Wednesday,FY2024-25,Fair (90-95%),OK
PR003934,2025-01-15,2025,1,January,Q1,Cream,45,40,0,40,240.0,88.89,0.0,Morning,BATCH-20250115-CRE,Wednesday,FY2024-25,Poor (85-90%),OK
PR003935,2025-01-16,2025,1,January,Q1,Milk Bulk,1026,994,30,964,1043.7,96.88,3.02,Morning,BATCH-20250116-MIL,Thursday,FY2024-25,Good (95-100%),OK
PR003936,2025-01-16,2025,1,January,Q1,Milk Packet,1757,1669,35,1634,1802.5,94.99,2.1,Morning,BATCH-20250116-MIL,Thursday,FY2024-25,Fair (90-95%),OK
PR003937,2025-01-16,2025,1,January,Q1,Paneer,103,91,2,89,773.5,88.35,2.2,Morning,BATCH-20250116-PAN,Thursday,FY2024-25,Poor (85-90%),OK
PR003938,2025-01-16,2025,1,January,Q1,Curd,195,180,2,178,198.0,92.31,1.11,Evening,BATCH-20250116-CUR,Thursday,FY2024-25,Fair (90-95%),OK
PR003939,2025-01-16,2025,1,January,Q1,Ghee,68,64,0,64,1280.0,94.12,0.0,Evening,BATCH-20250116-GHE,Thursday,FY2024-25,Fair (90-95%),OK
PR003940,2025-01-16,2025,1,January,Q1,Butter,92,86,0,86,1892.0,93.48,0.0,Morning,BATCH-20250116-BUT,Thursday,FY2024-25,Fair (90-95%),OK
PR003941,2025-01-16,2025,1,January,Q1,Cream,27,26,0,26,156.0,96.3,0.0,Evening,BATCH-20250116-CRE,Thursday,FY2024-25,Good (95-100%),OK
PR003942,2025-01-17,2025,1,January,Q1,Milk Bulk,898,824,30,794,865.2,91.76,3.64,Morning,BATCH-20250117-MIL,Friday,FY2024-25,Fair (90-95%),OK
PR003943,2025-01-17,2025,1,January,Q1,Milk Packet,1573,1541,44,1497,1664.3,97.97,2.86,Evening,BATCH-20250117-MIL,Friday,FY2024-25,Good (95-100%),OK
PR003944,2025-01-17,2025,1,January,Q1,Paneer,90,83,1,82,705.5,92.22,1.2,Morning,BATCH-20250117-PAN,Friday,FY2024-25,Fair (90-95%),OK
PR003945,2025-01-17,2025,1,January,Q1,Curd,204,198,3,195,217.8,97.06,1.52,Evening,BATCH-20250117-CUR,Friday,FY2024-25,Good (95-100%),OK
PR003946,2025-01-17,2025,1,January,Q1,Ghee,52,46,0,46,920.0,88.46,0.0,Morning,BATCH-20250117-GHE,Friday,FY2024-25,Poor (85-90%),OK
PR003947,2025-01-17,2025,1,January,Q1,Butter,93,86,1,85,1892.0,92.47,1.16,Evening,BATCH-20250117-BUT,Friday,FY2024-25,Fair (90-95%),OK
PR003948,2025-01-17,2025,1,January,Q1,Cream,50,45,0,45,270.0,90.0,0.0,Morning,BATCH-20250117-CRE,Friday,FY2024-25,Poor (85-90%),OK
PR003949,2025-01-18,2025,1,January,Q1,Milk Bulk,821,747,18,729,784.4,90.99,2.41,Morning,BATCH-20250118-MIL,Saturday,FY2024-25,Fair (90-95%),OK
PR003950,2025-01-18,2025,1,January,Q1,Milk Packet,1973,1840,41,1799,1987.2,93.26,2.23,Morning,BATCH-20250118-MIL,Saturday,FY2024-25,Fair (90-95%),OK
PR003951,2025-01-18,2025,1,January,Q1,Paneer,76,69,2,67,586.5,90.79,2.9,Morning,BATCH-20250118-PAN,Saturday,FY2024-25,Fair (90-95%),OK
PR003952,2025-01-18,2025,1,January,Q1,Curd,187,169,1,168,185.9,90.37,0.59,Evening,BATCH-20250118-CUR,Saturday,FY2024-25,Fair (90-95%),OK
PR003953,2025-01-18,2025,1,January,Q1,Ghee,56,50,0,50,1000.0,89.29,0.0,Morning,BATCH-20250118-GHE,Saturday,FY2024-25,Poor (85-90%),OK
PR003954,2025-01-18,2025,1,January,Q1,Butter,56,51,0,51,1122.0,91.07,0.0,Morning,BATCH-20250118-BUT,Saturday,FY2024-25,Fair (90-95%),OK
PR003955,2025-01-18,2025,1,January,Q1,Cream,60,53,0,53,318.0,88.33,0.0,Evening,BATCH-20250118-CRE,Saturday,FY2024-25,Poor (85-90%),OK
PR003956,2025-01-20,2025,1,January,Q1,Milk Bulk,1049,1003,33,970,1053.2,95.61,3.29,Evening,BATCH-20250120-MIL,Monday,FY2024-25,Good (95-100%),OK
PR003957,2025-01-20,2025,1,January,Q1,Milk Packet,2151,2119,51,2068,2288.5,98.51,2.41,Morning,BATCH-20250120-MIL,Monday,FY2024-25,Good (95-100%),OK
PR003958,2025-01-20,2025,1,January,Q1,Paneer,75,69,1,68,586.5,92.0,1.45,Morning,BATCH-20250120-PAN,Monday,FY2024-25,Fair (90-95%),OK
PR003959,2025-01-20,2025,1,January,Q1,Curd,247,231,5,226,254.1,93.52,2.16,Morning,BATCH-20250120-CUR,Monday,FY2024-25,Fair (90-95%),OK
PR003960,2025-01-20,2025,1,January,Q1,Ghee,50,45,1,44,900.0,90.0,2.22,Morning,BATCH-20250120-GHE,Monday,FY2024-25,Poor (85-90%),OK
PR003961,2025-01-20,2025,1,January,Q1,Butter,91,83,1,82,1826.0,91.21,1.2,Evening,BATCH-20250120-BUT,Monday,FY2024-25,Fair (90-95%),OK
PR003962,2025-01-20,2025,1,January,Q1,Cream,44,43,0,43,258.0,97.73,0.0,Evening,BATCH-20250120-CRE,Monday,FY2024-25,Good (95-100%),OK
PR003963,2025-01-21,2025,1,January,Q1,Milk Bulk,1006,972,34,938,1020.6,96.62,3.5,Morning,BATCH-20250121-MIL,Tuesday,FY2024-25,Good (95-100%),OK
PR003964,2025-01-21,2025,1,January,Q1,Milk Packet,1989,1774,54,1720,1915.9,89.19,3.04,Morning,BATCH-20250121-MIL,Tuesday,FY2024-25,Poor (85-90%),OK
PR003965,2025-01-21,2025,1,January,Q1,Paneer,117,111,2,109,943.5,94.87,1.8,Morning,BATCH-20250121-PAN,Tuesday,FY2024-25,Fair (90-95%),OK
PR003966,2025-01-21,2025,1,January,Q1,Curd,288,269,7,262,295.9,93.4,2.6,Morning,BATCH-20250121-CUR,Tuesday,FY2024-25,Fair (90-95%),OK
PR003967,2025-01-21,2025,1,January,Q1,Ghee,46,44,1,43,880.0,95.65,2.27,Morning,BATCH-20250121-GHE,Tuesday,FY2024-25,Good (95-100%),OK
PR003968,2025-01-21,2025,1,January,Q1,Butter,71,63,1,62,1386.0,88.73,1.59,Morning,BATCH-20250121-BUT,Tuesday,FY2024-25,Poor (85-90%),OK
PR003969,2025-01-21,2025,1,January,Q1,Cream,27,26,0,26,156.0,96.3,0.0,Morning,BATCH-20250121-CRE,Tuesday,FY2024-25,Good (95-100%),OK
PR003970,2025-01-22,2025,1,January,Q1,Milk Bulk,1011,964,19,945,1012.2,95.35,1.97,Morning,BATCH-20250122-MIL,Wednesday,FY2024-25,Good (95-100%),OK
PR003971,2025-01-22,2025,1,January,Q1,Milk Packet,2185,1929,75,1854,2083.3,88.28,3.89,Morning,BATCH-20250122-MIL,Wednesday,FY2024-25,Poor (85-90%),OK
PR003972,2025-01-22,2025,1,January,Q1,Paneer,111,105,4,101,892.5,94.59,3.81,Morning,BATCH-20250122-PAN,Wednesday,FY2024-25,Fair (90-95%),OK
PR003973,2025-01-22,2025,1,January,Q1,Curd,305,296,7,289,325.6,97.05,2.36,Evening,BATCH-20250122-CUR,Wednesday,FY2024-25,Good (95-100%),OK
PR003974,2025-01-22,2025,1,January,Q1,Ghee,61,55,1,54,1100.0,90.16,1.82,Morning,BATCH-20250122-GHE,Wednesday,FY2024-25,Fair (90-95%),OK
PR003975,2025-01-22,2025,1,January,Q1,Butter,54,51,0,51,1122.0,94.44,0.0,Evening,BATCH-20250122-BUT,Wednesday,FY2024-25,Fair (90-95%),OK
PR003976,2025-01-22,2025,1,January,Q1,Cream,31,28,0,28,168.0,90.32,0.0,Evening,BATCH-20250122-CRE,Wednesday,FY2024-25,Fair (90-95%),OK
PR003977,2025-01-23,2025,1,January,Q1,Milk Bulk,748,664,16,648,697.2,88.77,2.41,Morning,BATCH-20250123-MIL,Thursday,FY2024-25,Poor (85-90%),OK
PR003978,2025-01-23,2025,1,January,Q1,Milk Packet,2024,1860,23,1837,2008.8,91.9,1.24,Morning,BATCH-20250123-MIL,Thursday,FY2024-25,Fair (90-95%),OK
PR003979,2025-01-23,2025,1,January,Q1,Paneer,73,69,1,68,586.5,94.52,1.45,Morning,BATCH-20250123-PAN,Thursday,FY2024-25,Fair (90-95%),OK
PR003980,2025-01-23,2025,1,January,Q1,Curd,342,322,9,313,354.2,94.15,2.8,Morning,BATCH-20250123-CUR,Thursday,FY2024-25,Fair (90-95%),OK
PR003981,2025-01-23,2025,1,January,Q1,Ghee,56,52,1,51,1040.0,92.86,1.92,Evening,BATCH-20250123-GHE,Thursday,FY2024-25,Fair (90-95%),OK
PR003982,2025-01-23,2025,1,January,Q1,Butter,86,81,1,80,1782.0,94.19,1.23,Morning,BATCH-20250123-BUT,Thursday,FY2024-25,Fair (90-95%),OK
PR003983,2025-01-23,2025,1,January,Q1,Cream,41,39,1,38,234.0,95.12,2.56,Morning,BATCH-20250123-CRE,Thursday,FY2024-25,Good (95-100%),OK
PR003984,2025-01-24,2025,1,January,Q1,Milk Bulk,739,689,20,669,723.5,93.23,2.9,Morning,BATCH-20250124-MIL,Friday,FY2024-25,Fair (90-95%),OK
PR003985,2025-01-24,2025,1,January,Q1,Milk Packet,1385,1257,23,1234,1357.6,90.76,1.83,Morning,BATCH-20250124-MIL,Friday,FY2024-25,Fair (90-95%),OK
PR003986,2025-01-24,2025,1,January,Q1,Paneer,97,91,3,88,773.5,93.81,3.3,Morning,BATCH-20250124-PAN,Friday,FY2024-25,Fair (90-95%),OK
PR003987,2025-01-24,2025,1,January,Q1,Curd,235,228,3,225,250.8,97.02,1.32,Evening,BATCH-20250124-CUR,Friday,FY2024-25,Good (95-100%),OK
PR003988,2025-01-24,2025,1,January,Q1,Ghee,45,42,0,42,840.0,93.33,0.0,Evening,BATCH-20250124-GHE,Friday,FY2024-25,Fair (90-95%),OK
PR003989,2025-01-24,2025,1,January,Q1,Butter,93,83,2,81,1826.0,89.25,2.41,Evening,BATCH-20250124-BUT,Friday,FY2024-25,Poor (85-90%),OK
PR003990,2025-01-24,2025,1,January,Q1,Cream,59,56,1,55,336.0,94.92,1.79,Evening,BATCH-20250124-CRE,Friday,FY2024-25,Fair (90-95%),OK
PR003991,2025-01-25,2025,1,January,Q1,Milk Bulk,720,640,13,627,672.0,88.89,2.03,Evening,BATCH-20250125-MIL,Saturday,FY2024-25,Poor (85-90%),OK
PR003992,2025-01-25,2025,1,January,Q1,Milk Packet,1639,1493,58,1435,1612.4,91.09,3.88,Morning,BATCH-20250125-MIL,Saturday,FY2024-25,Fair (90-95%),OK
PR003993,2025-01-25,2025,1,January,Q1,Paneer,124,111,3,108,943.5,89.52,2.7,Evening,BATCH-20250125-PAN,Saturday,FY2024-25,Poor (85-90%),OK
PR003994,2025-01-25,2025,1,January,Q1,Curd,308,298,5,293,327.8,96.75,1.68,Evening,BATCH-20250125-CUR,Saturday,FY2024-25,Good (95-100%),OK
PR003995,2025-01-25,2025,1,January,Q1,Ghee,54,50,0,50,1000.0,92.59,0.0,Morning,BATCH-20250125-GHE,Saturday,FY2024-25,Fair (90-95%),OK
PR003996,2025-01-25,2025,1,January,Q1,Butter,73,66,1,65,1452.0,90.41,1.52,Evening,BATCH-20250125-BUT,Saturday,FY2024-25,Fair (90-95%),OK
PR003997,2025-01-25,2025,1,January,Q1,Cream,39,36,1,35,216.0,92.31,2.78,Morning,BATCH-20250125-CRE,Saturday,FY2024-25,Fair (90-95%),OK
PR003998,2025-01-27,2025,1,January,Q1,Milk Bulk,873,803,22,781,843.2,91.98,2.74,Evening,BATCH-20250127-MIL,Monday,FY2024-25,Fair (90-95%),OK
PR003999,2025-01-27,2025,1,January,Q1,Milk Packet,1583,1533,49,1484,1655.6,96.84,3.2,Morning,BATCH-20250127-MIL,Monday,FY2024-25,Good (95-100%),OK
PR004000,2025-01-27,2025,1,January,Q1,Paneer,131,121,2,119,1028.5,92.37,1.65,Evening,BATCH-20250127-PAN,Monday,FY2024-25,Fair (90-95%),OK
PR004001,2025-01-27,2025,1,January,Q1,Curd,190,186,4,182,204.6,97.89,2.15,Morning,BATCH-20250127-CUR,Monday,FY2024-25,Good (95-100%),OK
PR004002,2025-01-27,2025,1,January,Q1,Ghee,58,57,1,56,1140.0,98.28,1.75,Evening,BATCH-20250127-GHE,Monday,FY2024-25,Good (95-100%),OK
PR004003,2025-01-27,2025,1,January,Q1,Butter,81,80,0,80,1760.0,98.77,0.0,Morning,BATCH-20250127-BUT,Monday,FY2024-25,Good (95-100%),OK
PR004004,2025-01-27,2025,1,January,Q1,Cream,62,58,1,57,348.0,93.55,1.72,Morning,BATCH-20250127-CRE,Monday,FY2024-25,Fair (90-95%),OK
PR004005,2025-01-28,2025,1,January,Q1,Milk Bulk,756,701,14,687,736.1,92.72,2.0,Morning,BATCH-20250128-MIL,Tuesday,FY2024-25,Fair (90-95%),OK
PR004006,2025-01-28,2025,1,January,Q1,Milk Packet,2099,2059,72,1987,2223.7,98.09,3.5,Morning,BATCH-20250128-MIL,Tuesday,FY2024-25,Good (95-100%),OK
PR004007,2025-01-28,2025,1,January,Q1,Paneer,122,117,3,114,994.5,95.9,2.56,Evening,BATCH-20250128-PAN,Tuesday,FY2024-25,Good (95-100%),OK
PR004008,2025-01-28,2025,1,January,Q1,Curd,294,288,5,283,316.8,97.96,1.74,Morning,BATCH-20250128-CUR,Tuesday,FY2024-25,Good (95-100%),OK
PR004009,2025-01-28,2025,1,January,Q1,Ghee,43,40,1,39,800.0,93.02,2.5,Morning,BATCH-20250128-GHE,Tuesday,FY2024-25,Fair (90-95%),OK
PR004010,2025-01-28,2025,1,January,Q1,Butter,60,54,1,53,1188.0,90.0,1.85,Evening,BATCH-20250128-BUT,Tuesday,FY2024-25,Poor (85-90%),OK
PR004011,2025-01-28,2025,1,January,Q1,Cream,55,51,0,51,306.0,92.73,0.0,Evening,BATCH-20250128-CRE,Tuesday,FY2024-25,Fair (90-95%),OK
PR004012,2025-01-29,2025,1,January,Q1,Milk Bulk,722,691,7,684,725.6,95.71,1.01,Evening,BATCH-20250129-MIL,Wednesday,FY2024-25,Good (95-100%),OK
PR004013,2025-01-29,2025,1,January,Q1,Milk Packet,1369,1305,41,1264,1409.4,95.33,3.14,Evening,BATCH-20250129-MIL,Wednesday,FY2024-25,Good (95-100%),OK
PR004014,2025-01-29,2025,1,January,Q1,Paneer,115,105,2,103,892.5,91.3,1.9,Morning,BATCH-20250129-PAN,Wednesday,FY2024-25,Fair (90-95%),OK
PR004015,2025-01-29,2025,1,January,Q1,Curd,308,291,5,286,320.1,94.48,1.72,Morning,BATCH-20250129-CUR,Wednesday,FY2024-25,Fair (90-95%),OK
PR004016,2025-01-29,2025,1,January,Q1,Ghee,60,56,0,56,1120.0,93.33,0.0,Evening,BATCH-20250129-GHE,Wednesday,FY2024-25,Fair (90-95%),OK
PR004017,2025-01-29,2025,1,January,Q1,Butter,103,99,2,97,2178.0,96.12,2.02,Morning,BATCH-20250129-BUT,Wednesday,FY2024-25,Good (95-100%),OK
PR004018,2025-01-29,2025,1,January,Q1,Cream,39,38,0,38,228.0,97.44,0.0,Morning,BATCH-20250129-CRE,Wednesday,FY2024-25,Good (95-100%),OK
PR004019,2025-01-30,2025,1,January,Q1,Milk Bulk,969,948,27,921,995.4,97.83,2.85,Evening,BATCH-20250130-MIL,Thursday,FY2024-25,Good (95-100%),OK
PR004020,2025-01-30,2025,1,January,Q1,Milk Packet,2149,2109,40,2069,2277.7,98.14,1.9,Evening,BATCH-20250130-MIL,Thursday,FY2024-25,Good (95-100%),OK
PR004021,2025-01-30,2025,1,January,Q1,Paneer,75,66,1,65,561.0,88.0,1.52,Evening,BATCH-20250130-PAN,Thursday,FY2024-25,Poor (85-90%),OK
PR004022,2025-01-30,2025,1,January,Q1,Curd,305,293,5,288,322.3,96.07,1.71,Evening,BATCH-20250130-CUR,Thursday,FY2024-25,Good (95-100%),OK
PR004023,2025-01-30,2025,1,January,Q1,Ghee,50,48,0,48,960.0,96.0,0.0,Evening,BATCH-20250130-GHE,Thursday,FY2024-25,Good (95-100%),OK
PR004024,2025-01-30,2025,1,January,Q1,Butter,81,78,2,76,1716.0,96.3,2.56,Morning,BATCH-20250130-BUT,Thursday,FY2024-25,Good (95-100%),OK
PR004025,2025-01-30,2025,1,January,Q1,Cream,48,45,1,44,270.0,93.75,2.22,Morning,BATCH-20250130-CRE,Thursday,FY2024-25,Fair (90-95%),OK
PR004026,2025-01-31,2025,1,January,Q1,Milk Bulk,900,877,24,853,920.9,97.44,2.74,Evening,BATCH-20250131-MIL,Friday,FY2024-25,Good (95-100%),OK
PR004027,2025-01-31,2025,1,January,Q1,Milk Packet,1350,1213,26,1187,1310.0,89.85,2.14,Morning,BATCH-20250131-MIL,Friday,FY2024-25,Poor (85-90%),OK
PR004028,2025-01-31,2025,1,January,Q1,Paneer,106,104,4,100,884.0,98.11,3.85,Evening,BATCH-20250131-PAN,Friday,FY2024-25,Good (95-100%),OK
PR004029,2025-01-31,2025,1,January,Q1,Curd,186,170,3,167,187.0,91.4,1.76,Morning,BATCH-20250131-CUR,Friday,FY2024-25,Fair (90-95%),OK
PR004030,2025-01-31,2025,1,January,Q1,Ghee,71,68,2,66,1360.0,95.77,2.94,Morning,BATCH-20250131-GHE,Friday,FY2024-25,Good (95-100%),OK
PR004031,2025-01-31,2025,1,January,Q1,Butter,62,55,1,54,1210.0,88.71,1.82,Morning,BATCH-20250131-BUT,Friday,FY2024-25,Poor (85-90%),OK
PR004032,2025-01-31,2025,1,January,Q1,Cream,46,45,0,45,270.0,97.83,0.0,Evening,BATCH-20250131-CRE,Friday,FY2024-25,Good (95-100%),OK
PR004033,2025-02-01,2025,2,February,Q1,Milk Bulk,813,744,13,731,781.2,91.51,1.75,Evening,BATCH-20250201-MIL,Saturday,FY2024-25,Fair (90-95%),OK
PR004034,2025-02-01,2025,2,February,Q1,Milk Packet,1773,1637,37,1600,1768.0,92.33,2.26,Morning,BATCH-20250201-MIL,Saturday,FY2024-25,Fair (90-95%),OK
PR004035,2025-02-01,2025,2,February,Q1,Paneer,114,107,3,104,909.5,93.86,2.8,Morning,BATCH-20250201-PAN,Saturday,FY2024-25,Fair (90-95%),OK
PR004036,2025-02-01,2025,2,February,Q1,Curd,332,316,10,306,347.6,95.18,3.16,Evening,BATCH-20250201-CUR,Saturday,FY2024-25,Good (95-100%),OK
PR004037,2025-02-01,2025,2,February,Q1,Ghee,52,47,1,46,940.0,90.38,2.13,Evening,BATCH-20250201-GHE,Saturday,FY2024-25,Fair (90-95%),OK
PR004038,2025-02-01,2025,2,February,Q1,Butter,67,65,2,63,1430.0,97.01,3.08,Evening,BATCH-20250201-BUT,Saturday,FY2024-25,Good (95-100%),OK
PR004039,2025-02-01,2025,2,February,Q1,Cream,54,47,0,47,282.0,87.04,0.0,Morning,BATCH-20250201-CRE,Saturday,FY2024-25,Poor (85-90%),OK
PR004040,2025-02-03,2025,2,February,Q1,Milk Bulk,851,753,11,742,790.6,88.48,1.46,Morning,BATCH-20250203-MIL,Monday,FY2024-25,Poor (85-90%),OK
PR004041,2025-02-03,2025,2,February,Q1,Milk Packet,1600,1539,28,1511,1662.1,96.19,1.82,Morning,BATCH-20250203-MIL,Monday,FY2024-25,Good (95-100%),OK
PR004042,2025-02-03,2025,2,February,Q1,Paneer,118,115,2,113,977.5,97.46,1.74,Evening,BATCH-20250203-PAN,Monday,FY2024-25,Good (95-100%),OK
PR004043,2025-02-03,2025,2,February,Q1,Curd,190,177,4,173,194.7,93.16,2.26,Evening,BATCH-20250203-CUR,Monday,FY2024-25,Fair (90-95%),OK
PR004044,2025-02-03,2025,2,February,Q1,Ghee,47,45,0,45,900.0,95.74,0.0,Morning,BATCH-20250203-GHE,Monday,FY2024-25,Good (95-100%),OK
