inventory_id,date,year,month,month_name,quarter,product_id,product_name,category,opening_stock,received_qty,dispatched_qty,closing_stock,reorder_level,stock_status,financial_year,day_of_week,shelf_life_days,days_of_stock,shelf_life_risk
IN005335,2024-08-31,2024,8,August,Q3,P07,Curd 1kg,Curd,4770,136,210,4696,80,OK,FY2024-25,Saturday,5,22.4,Safe
IN005336,2024-08-31,2024,8,August,Q3,P08,Ghee 500ml,Ghee,5995,232,111,6116,15,OK,FY2024-25,Saturday,180,55.1,At Risk
IN005337,2024-08-31,2024,8,August,Q3,P09,Ghee 1L,Ghee,7425,155,91,7489,15,OK,FY2024-25,Saturday,180,82.3,At Risk
IN005338,2024-08-31,2024,8,August,Q3,P10,Butter 100g,Butter,8996,172,249,8919,25,OK,FY2024-25,Saturday,90,35.8,At Risk
IN005339,2024-08-31,2024,8,August,Q3,P11,Butter 500g,Butter,5831,122,198,5755,25,OK,FY2024-25,Saturday,90,29.1,At Risk
IN005340,2024-08-31,2024,8,August,Q3,P12,Cream 200ml,Cream,7823,55,235,7643,12,OK,FY2024-25,Saturday,10,32.5,Safe
IN005341,2024-09-02,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9017,278,161,9134,200,OK,FY2024-25,Monday,2,56.7,Safe
IN005342,2024-09-02,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9046,84,160,8970,500,OK,FY2024-25,Monday,3,56.1,Safe
IN005343,2024-09-02,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6336,84,75,6345,500,OK,FY2024-25,Monday,3,84.6,Safe
IN005344,2024-09-02,2024,9,September,Q3,P04,Paneer 200g,Paneer,5164,293,253,5204,30,OK,FY2024-25,Monday,7,20.6,Safe
IN005345,2024-09-02,2024,9,September,Q3,P05,Paneer 500g,Paneer,6808,132,205,6735,30,OK,FY2024-25,Monday,7,32.9,Safe
IN005346,2024-09-02,2024,9,September,Q3,P06,Curd 400g,Curd,5462,193,129,5526,80,OK,FY2024-25,Monday,5,42.8,Safe
IN005347,2024-09-02,2024,9,September,Q3,P07,Curd 1kg,Curd,4696,253,241,4708,80,OK,FY2024-25,Monday,5,19.5,Safe
IN005348,2024-09-02,2024,9,September,Q3,P08,Ghee 500ml,Ghee,6116,234,240,6110,15,OK,FY2024-25,Monday,180,25.5,At Risk
IN005349,2024-09-02,2024,9,September,Q3,P09,Ghee 1L,Ghee,7489,73,274,7288,15,OK,FY2024-25,Monday,180,26.6,At Risk
IN005350,2024-09-02,2024,9,September,Q3,P10,Butter 100g,Butter,8919,174,149,8944,25,OK,FY2024-25,Monday,90,60.0,At Risk
IN005351,2024-09-02,2024,9,September,Q3,P11,Butter 500g,Butter,5755,133,252,5636,25,OK,FY2024-25,Monday,90,22.4,At Risk
IN005352,2024-09-02,2024,9,September,Q3,P12,Cream 200ml,Cream,7643,117,163,7597,12,OK,FY2024-25,Monday,10,46.6,Safe
IN005353,2024-09-03,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9134,204,119,9219,200,OK,FY2024-25,Tuesday,2,77.5,Safe
IN005354,2024-09-03,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,8970,238,177,9031,500,OK,FY2024-25,Tuesday,3,51.0,Safe
IN005355,2024-09-03,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6345,157,147,6355,500,OK,FY2024-25,Tuesday,3,43.2,Safe
IN005356,2024-09-03,2024,9,September,Q3,P04,Paneer 200g,Paneer,5204,52,64,5192,30,OK,FY2024-25,Tuesday,7,81.1,Safe
IN005357,2024-09-03,2024,9,September,Q3,P05,Paneer 500g,Paneer,6735,278,250,6763,30,OK,FY2024-25,Tuesday,7,27.1,Safe
IN005358,2024-09-03,2024,9,September,Q3,P06,Curd 400g,Curd,5526,280,54,5752,80,OK,FY2024-25,Tuesday,5,106.5,Safe
IN005359,2024-09-03,2024,9,September,Q3,P07,Curd 1kg,Curd,4708,188,121,4775,80,OK,FY2024-25,Tuesday,5,39.5,Safe
IN005360,2024-09-03,2024,9,September,Q3,P08,Ghee 500ml,Ghee,6110,99,260,5949,15,OK,FY2024-25,Tuesday,180,22.9,At Risk
IN005361,2024-09-03,2024,9,September,Q3,P09,Ghee 1L,Ghee,7288,251,243,7296,15,OK,FY2024-25,Tuesday,180,30.0,At Risk
IN005362,2024-09-03,2024,9,September,Q3,P10,Butter 100g,Butter,8944,207,228,8923,25,OK,FY2024-25,Tuesday,90,39.1,At Risk
IN005363,2024-09-03,2024,9,September,Q3,P11,Butter 500g,Butter,5636,89,66,5659,25,OK,FY2024-25,Tuesday,90,85.7,At Risk
IN005364,2024-09-03,2024,9,September,Q3,P12,Cream 200ml,Cream,7597,208,93,7712,12,OK,FY2024-25,Tuesday,10,82.9,Safe
IN005365,2024-09-04,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9219,261,169,9311,200,OK,FY2024-25,Wednesday,2,55.1,Safe
IN005366,2024-09-04,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9031,227,178,9080,500,OK,FY2024-25,Wednesday,3,51.0,Safe
IN005367,2024-09-04,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6355,224,74,6505,500,OK,FY2024-25,Wednesday,3,87.9,Safe
IN005368,2024-09-04,2024,9,September,Q3,P04,Paneer 200g,Paneer,5192,205,107,5290,30,OK,FY2024-25,Wednesday,7,49.4,Safe
IN005369,2024-09-04,2024,9,September,Q3,P05,Paneer 500g,Paneer,6763,265,44,6984,30,OK,FY2024-25,Wednesday,7,158.7,Safe
IN005370,2024-09-04,2024,9,September,Q3,P06,Curd 400g,Curd,5752,130,137,5745,80,OK,FY2024-25,Wednesday,5,41.9,Safe
IN005371,2024-09-04,2024,9,September,Q3,P07,Curd 1kg,Curd,4775,177,205,4747,80,OK,FY2024-25,Wednesday,5,23.2,Safe
IN005372,2024-09-04,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5949,189,206,5932,15,OK,FY2024-25,Wednesday,180,28.8,At Risk
IN005373,2024-09-04,2024,9,September,Q3,P09,Ghee 1L,Ghee,7296,281,203,7374,15,OK,FY2024-25,Wednesday,180,36.3,At Risk
IN005374,2024-09-04,2024,9,September,Q3,P10,Butter 100g,Butter,8923,157,215,8865,25,OK,FY2024-25,Wednesday,90,41.2,At Risk
IN005375,2024-09-04,2024,9,September,Q3,P11,Butter 500g,Butter,5659,241,84,5816,25,OK,FY2024-25,Wednesday,90,69.2,At Risk
IN005376,2024-09-04,2024,9,September,Q3,P12,Cream 200ml,Cream,7712,282,42,7952,12,OK,FY2024-25,Wednesday,10,189.3,Safe
IN005377,2024-09-05,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9311,266,106,9471,200,OK,FY2024-25,Thursday,2,89.3,Safe
IN005378,2024-09-05,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9080,110,77,9113,500,OK,FY2024-25,Thursday,3,118.4,Safe
IN005379,2024-09-05,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6505,136,139,6502,500,OK,FY2024-25,Thursday,3,46.8,Safe
IN005380,2024-09-05,2024,9,September,Q3,P04,Paneer 200g,Paneer,5290,63,195,5158,30,OK,FY2024-25,Thursday,7,26.5,Safe
IN005381,2024-09-05,2024,9,September,Q3,P05,Paneer 500g,Paneer,6984,140,141,6983,30,OK,FY2024-25,Thursday,7,49.5,Safe
IN005382,2024-09-05,2024,9,September,Q3,P06,Curd 400g,Curd,5745,155,165,5735,80,OK,FY2024-25,Thursday,5,34.8,Safe
IN005383,2024-09-05,2024,9,September,Q3,P07,Curd 1kg,Curd,4747,246,109,4884,80,OK,FY2024-25,Thursday,5,44.8,Safe
IN005384,2024-09-05,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5932,141,94,5979,15,OK,FY2024-25,Thursday,180,63.6,At Risk
IN005385,2024-09-05,2024,9,September,Q3,P09,Ghee 1L,Ghee,7374,270,66,7578,15,OK,FY2024-25,Thursday,180,114.8,At Risk
IN005386,2024-09-05,2024,9,September,Q3,P10,Butter 100g,Butter,8865,260,57,9068,25,OK,FY2024-25,Thursday,90,159.1,Safe
IN005387,2024-09-05,2024,9,September,Q3,P11,Butter 500g,Butter,5816,276,93,5999,25,OK,FY2024-25,Thursday,90,64.5,At Risk
IN005388,2024-09-05,2024,9,September,Q3,P12,Cream 200ml,Cream,7952,251,147,8056,12,OK,FY2024-25,Thursday,10,54.8,Safe
IN005389,2024-09-06,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9471,260,239,9492,200,OK,FY2024-25,Friday,2,39.7,Safe
IN005390,2024-09-06,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9113,265,194,9184,500,OK,FY2024-25,Friday,3,47.3,Safe
IN005391,2024-09-06,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6502,127,255,6374,500,OK,FY2024-25,Friday,3,25.0,Safe
IN005392,2024-09-06,2024,9,September,Q3,P04,Paneer 200g,Paneer,5158,190,124,5224,30,OK,FY2024-25,Friday,7,42.1,Safe
IN005393,2024-09-06,2024,9,September,Q3,P05,Paneer 500g,Paneer,6983,110,131,6962,30,OK,FY2024-25,Friday,7,53.1,Safe
IN005394,2024-09-06,2024,9,September,Q3,P06,Curd 400g,Curd,5735,205,214,5726,80,OK,FY2024-25,Friday,5,26.8,Safe
IN005395,2024-09-06,2024,9,September,Q3,P07,Curd 1kg,Curd,4884,284,202,4966,80,OK,FY2024-25,Friday,5,24.6,Safe
IN005396,2024-09-06,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5979,207,242,5944,15,OK,FY2024-25,Friday,180,24.6,At Risk
IN005397,2024-09-06,2024,9,September,Q3,P09,Ghee 1L,Ghee,7578,177,219,7536,15,OK,FY2024-25,Friday,180,34.4,At Risk
IN005398,2024-09-06,2024,9,September,Q3,P10,Butter 100g,Butter,9068,74,216,8926,25,OK,FY2024-25,Friday,90,41.3,At Risk
IN005399,2024-09-06,2024,9,September,Q3,P11,Butter 500g,Butter,5999,281,244,6036,25,OK,FY2024-25,Friday,90,24.7,At Risk
IN005400,2024-09-06,2024,9,September,Q3,P12,Cream 200ml,Cream,8056,281,132,8205,12,OK,FY2024-25,Friday,10,62.2,Safe
IN005401,2024-09-07,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9492,85,150,9427,200,OK,FY2024-25,Saturday,2,62.8,Safe
IN005402,2024-09-07,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9184,206,127,9263,500,OK,FY2024-25,Saturday,3,72.9,Safe
IN005403,2024-09-07,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6374,230,234,6370,500,OK,FY2024-25,Saturday,3,27.2,Safe
IN005404,2024-09-07,2024,9,September,Q3,P04,Paneer 200g,Paneer,5224,124,141,5207,30,OK,FY2024-25,Saturday,7,36.9,Safe
IN005405,2024-09-07,2024,9,September,Q3,P05,Paneer 500g,Paneer,6962,82,174,6870,30,OK,FY2024-25,Saturday,7,39.5,Safe
IN005406,2024-09-07,2024,9,September,Q3,P06,Curd 400g,Curd,5726,178,270,5634,80,OK,FY2024-25,Saturday,5,20.9,Safe
IN005407,2024-09-07,2024,9,September,Q3,P07,Curd 1kg,Curd,4966,75,231,4810,80,OK,FY2024-25,Saturday,5,20.8,Safe
IN005408,2024-09-07,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5944,120,99,5965,15,OK,FY2024-25,Saturday,180,60.3,At Risk
IN005409,2024-09-07,2024,9,September,Q3,P09,Ghee 1L,Ghee,7536,257,216,7577,15,OK,FY2024-25,Saturday,180,35.1,At Risk
IN005410,2024-09-07,2024,9,September,Q3,P10,Butter 100g,Butter,8926,299,51,9174,25,OK,FY2024-25,Saturday,90,179.9,Safe
IN005411,2024-09-07,2024,9,September,Q3,P11,Butter 500g,Butter,6036,149,205,5980,25,OK,FY2024-25,Saturday,90,29.2,At Risk
IN005412,2024-09-07,2024,9,September,Q3,P12,Cream 200ml,Cream,8205,270,144,8331,12,OK,FY2024-25,Saturday,10,57.9,Safe
IN005413,2024-09-09,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9427,65,113,9379,200,OK,FY2024-25,Monday,2,83.0,Safe
IN005414,2024-09-09,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9263,105,262,9106,500,OK,FY2024-25,Monday,3,34.8,Safe
IN005415,2024-09-09,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6370,250,155,6465,500,OK,FY2024-25,Monday,3,41.7,Safe
IN005416,2024-09-09,2024,9,September,Q3,P04,Paneer 200g,Paneer,5207,86,48,5245,30,OK,FY2024-25,Monday,7,109.3,Safe
IN005417,2024-09-09,2024,9,September,Q3,P05,Paneer 500g,Paneer,6870,237,175,6932,30,OK,FY2024-25,Monday,7,39.6,Safe
IN005418,2024-09-09,2024,9,September,Q3,P06,Curd 400g,Curd,5634,147,267,5514,80,OK,FY2024-25,Monday,5,20.7,Safe
IN005419,2024-09-09,2024,9,September,Q3,P07,Curd 1kg,Curd,4810,93,156,4747,80,OK,FY2024-25,Monday,5,30.4,Safe
IN005420,2024-09-09,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5965,170,116,6019,15,OK,FY2024-25,Monday,180,51.9,At Risk
IN005421,2024-09-09,2024,9,September,Q3,P09,Ghee 1L,Ghee,7577,76,256,7397,15,OK,FY2024-25,Monday,180,28.9,At Risk
IN005422,2024-09-09,2024,9,September,Q3,P10,Butter 100g,Butter,9174,210,230,9154,25,OK,FY2024-25,Monday,90,39.8,At Risk
IN005423,2024-09-09,2024,9,September,Q3,P11,Butter 500g,Butter,5980,234,181,6033,25,OK,FY2024-25,Monday,90,33.3,At Risk
IN005424,2024-09-09,2024,9,September,Q3,P12,Cream 200ml,Cream,8331,298,144,8485,12,OK,FY2024-25,Monday,10,58.9,Safe
IN005425,2024-09-10,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9379,124,214,9289,200,OK,FY2024-25,Tuesday,2,43.4,Safe
IN005426,2024-09-10,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9106,231,75,9262,500,OK,FY2024-25,Tuesday,3,123.5,Safe
IN005427,2024-09-10,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6465,264,226,6503,500,OK,FY2024-25,Tuesday,3,28.8,Safe
IN005428,2024-09-10,2024,9,September,Q3,P04,Paneer 200g,Paneer,5245,51,227,5069,30,OK,FY2024-25,Tuesday,7,22.3,Safe
IN005429,2024-09-10,2024,9,September,Q3,P05,Paneer 500g,Paneer,6932,87,117,6902,30,OK,FY2024-25,Tuesday,7,59.0,Safe
IN005430,2024-09-10,2024,9,September,Q3,P06,Curd 400g,Curd,5514,112,128,5498,80,OK,FY2024-25,Tuesday,5,43.0,Safe
IN005431,2024-09-10,2024,9,September,Q3,P07,Curd 1kg,Curd,4747,239,225,4761,80,OK,FY2024-25,Tuesday,5,21.2,Safe
IN005432,2024-09-10,2024,9,September,Q3,P08,Ghee 500ml,Ghee,6019,55,136,5938,15,OK,FY2024-25,Tuesday,180,43.7,At Risk
IN005433,2024-09-10,2024,9,September,Q3,P09,Ghee 1L,Ghee,7397,131,76,7452,15,OK,FY2024-25,Tuesday,180,98.1,At Risk
IN005434,2024-09-10,2024,9,September,Q3,P10,Butter 100g,Butter,9154,167,168,9153,25,OK,FY2024-25,Tuesday,90,54.5,At Risk
IN005435,2024-09-10,2024,9,September,Q3,P11,Butter 500g,Butter,6033,181,129,6085,25,OK,FY2024-25,Tuesday,90,47.2,At Risk
IN005436,2024-09-10,2024,9,September,Q3,P12,Cream 200ml,Cream,8485,91,214,8362,12,OK,FY2024-25,Tuesday,10,39.1,Safe
IN005437,2024-09-11,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9289,110,118,9281,200,OK,FY2024-25,Wednesday,2,78.7,Safe
IN005438,2024-09-11,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9262,151,81,9332,500,OK,FY2024-25,Wednesday,3,115.2,Safe
IN005439,2024-09-11,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6503,127,60,6570,500,OK,FY2024-25,Wednesday,3,109.5,Safe
IN005440,2024-09-11,2024,9,September,Q3,P04,Paneer 200g,Paneer,5069,197,81,5185,30,OK,FY2024-25,Wednesday,7,64.0,Safe
IN005441,2024-09-11,2024,9,September,Q3,P05,Paneer 500g,Paneer,6902,137,172,6867,30,OK,FY2024-25,Wednesday,7,39.9,Safe
IN005442,2024-09-11,2024,9,September,Q3,P06,Curd 400g,Curd,5498,262,104,5656,80,OK,FY2024-25,Wednesday,5,54.4,Safe
IN005443,2024-09-11,2024,9,September,Q3,P07,Curd 1kg,Curd,4761,223,277,4707,80,OK,FY2024-25,Wednesday,5,17.0,Safe
IN005444,2024-09-11,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5938,151,260,5829,15,OK,FY2024-25,Wednesday,180,22.4,At Risk
IN005445,2024-09-11,2024,9,September,Q3,P09,Ghee 1L,Ghee,7452,214,122,7544,15,OK,FY2024-25,Wednesday,180,61.8,At Risk
IN005446,2024-09-11,2024,9,September,Q3,P10,Butter 100g,Butter,9153,131,173,9111,25,OK,FY2024-25,Wednesday,90,52.7,At Risk
IN005447,2024-09-11,2024,9,September,Q3,P11,Butter 500g,Butter,6085,86,232,5939,25,OK,FY2024-25,Wednesday,90,25.6,At Risk
IN005448,2024-09-11,2024,9,September,Q3,P12,Cream 200ml,Cream,8362,198,140,8420,12,OK,FY2024-25,Wednesday,10,60.1,Safe
IN005449,2024-09-12,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9281,268,41,9508,200,OK,FY2024-25,Thursday,2,231.9,Safe
IN005450,2024-09-12,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9332,265,181,9416,500,OK,FY2024-25,Thursday,3,52.0,Safe
IN005451,2024-09-12,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6570,154,154,6570,500,OK,FY2024-25,Thursday,3,42.7,Safe
IN005452,2024-09-12,2024,9,September,Q3,P04,Paneer 200g,Paneer,5185,89,92,5182,30,OK,FY2024-25,Thursday,7,56.3,Safe
IN005453,2024-09-12,2024,9,September,Q3,P05,Paneer 500g,Paneer,6867,255,81,7041,30,OK,FY2024-25,Thursday,7,86.9,Safe
IN005454,2024-09-12,2024,9,September,Q3,P06,Curd 400g,Curd,5656,203,150,5709,80,OK,FY2024-25,Thursday,5,38.1,Safe
IN005455,2024-09-12,2024,9,September,Q3,P07,Curd 1kg,Curd,4707,232,207,4732,80,OK,FY2024-25,Thursday,5,22.9,Safe
IN005456,2024-09-12,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5829,101,279,5651,15,OK,FY2024-25,Thursday,180,20.3,At Risk
IN005457,2024-09-12,2024,9,September,Q3,P09,Ghee 1L,Ghee,7544,61,216,7389,15,OK,FY2024-25,Thursday,180,34.2,At Risk
IN005458,2024-09-12,2024,9,September,Q3,P10,Butter 100g,Butter,9111,78,119,9070,25,OK,FY2024-25,Thursday,90,76.2,At Risk
IN005459,2024-09-12,2024,9,September,Q3,P11,Butter 500g,Butter,5939,165,273,5831,25,OK,FY2024-25,Thursday,90,21.4,At Risk
IN005460,2024-09-12,2024,9,September,Q3,P12,Cream 200ml,Cream,8420,292,228,8484,12,OK,FY2024-25,Thursday,10,37.2,Safe
IN005461,2024-09-13,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9508,112,278,9342,200,OK,FY2024-25,Friday,2,33.6,Safe
IN005462,2024-09-13,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9416,122,232,9306,500,OK,FY2024-25,Friday,3,40.1,Safe
IN005463,2024-09-13,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6570,206,59,6717,500,OK,FY2024-25,Friday,3,113.8,Safe
IN005464,2024-09-13,2024,9,September,Q3,P04,Paneer 200g,Paneer,5182,291,108,5365,30,OK,FY2024-25,Friday,7,49.7,Safe
IN005465,2024-09-13,2024,9,September,Q3,P05,Paneer 500g,Paneer,7041,107,63,7085,30,OK,FY2024-25,Friday,7,112.5,Safe
IN005466,2024-09-13,2024,9,September,Q3,P06,Curd 400g,Curd,5709,228,123,5814,80,OK,FY2024-25,Friday,5,47.3,Safe
IN005467,2024-09-13,2024,9,September,Q3,P07,Curd 1kg,Curd,4732,68,270,4530,80,OK,FY2024-25,Friday,5,16.8,Safe
IN005468,2024-09-13,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5651,158,231,5578,15,OK,FY2024-25,Friday,180,24.1,At Risk
IN005469,2024-09-13,2024,9,September,Q3,P09,Ghee 1L,Ghee,7389,158,75,7472,15,OK,FY2024-25,Friday,180,99.6,At Risk
IN005470,2024-09-13,2024,9,September,Q3,P10,Butter 100g,Butter,9070,220,174,9116,25,OK,FY2024-25,Friday,90,52.4,At Risk
IN005471,2024-09-13,2024,9,September,Q3,P11,Butter 500g,Butter,5831,163,259,5735,25,OK,FY2024-25,Friday,90,22.1,At Risk
IN005472,2024-09-13,2024,9,September,Q3,P12,Cream 200ml,Cream,8484,224,67,8641,12,OK,FY2024-25,Friday,10,129.0,Safe
IN005473,2024-09-14,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9342,53,253,9142,200,OK,FY2024-25,Saturday,2,36.1,Safe
IN005474,2024-09-14,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9306,146,135,9317,500,OK,FY2024-25,Saturday,3,69.0,Safe
IN005475,2024-09-14,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6717,279,263,6733,500,OK,FY2024-25,Saturday,3,25.6,Safe
IN005476,2024-09-14,2024,9,September,Q3,P04,Paneer 200g,Paneer,5365,119,129,5355,30,OK,FY2024-25,Saturday,7,41.5,Safe
IN005477,2024-09-14,2024,9,September,Q3,P05,Paneer 500g,Paneer,7085,243,61,7267,30,OK,FY2024-25,Saturday,7,119.1,Safe
IN005478,2024-09-14,2024,9,September,Q3,P06,Curd 400g,Curd,5814,52,63,5803,80,OK,FY2024-25,Saturday,5,92.1,Safe
IN005479,2024-09-14,2024,9,September,Q3,P07,Curd 1kg,Curd,4530,84,237,4377,80,OK,FY2024-25,Saturday,5,18.5,Safe
IN005480,2024-09-14,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5578,279,200,5657,15,OK,FY2024-25,Saturday,180,28.3,At Risk
IN005481,2024-09-14,2024,9,September,Q3,P09,Ghee 1L,Ghee,7472,260,65,7667,15,OK,FY2024-25,Saturday,180,118.0,At Risk
IN005482,2024-09-14,2024,9,September,Q3,P10,Butter 100g,Butter,9116,71,174,9013,25,OK,FY2024-25,Saturday,90,51.8,At Risk
IN005483,2024-09-14,2024,9,September,Q3,P11,Butter 500g,Butter,5735,191,67,5859,25,OK,FY2024-25,Saturday,90,87.4,At Risk
IN005484,2024-09-14,2024,9,September,Q3,P12,Cream 200ml,Cream,8641,70,139,8572,12,OK,FY2024-25,Saturday,10,61.7,Safe
IN005485,2024-09-16,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9142,141,107,9176,200,OK,FY2024-25,Monday,2,85.8,Safe
IN005486,2024-09-16,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9317,277,97,9497,500,OK,FY2024-25,Monday,3,97.9,Safe
IN005487,2024-09-16,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6733,289,213,6809,500,OK,FY2024-25,Monday,3,32.0,Safe
IN005488,2024-09-16,2024,9,September,Q3,P04,Paneer 200g,Paneer,5355,68,97,5326,30,OK,FY2024-25,Monday,7,54.9,Safe
IN005489,2024-09-16,2024,9,September,Q3,P05,Paneer 500g,Paneer,7267,299,275,7291,30,OK,FY2024-25,Monday,7,26.5,Safe
IN005490,2024-09-16,2024,9,September,Q3,P06,Curd 400g,Curd,5803,228,218,5813,80,OK,FY2024-25,Monday,5,26.7,Safe
IN005491,2024-09-16,2024,9,September,Q3,P07,Curd 1kg,Curd,4377,249,234,4392,80,OK,FY2024-25,Monday,5,18.8,Safe
IN005492,2024-09-16,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5657,164,98,5723,15,OK,FY2024-25,Monday,180,58.4,At Risk
IN005493,2024-09-16,2024,9,September,Q3,P09,Ghee 1L,Ghee,7667,148,177,7638,15,OK,FY2024-25,Monday,180,43.2,At Risk
IN005494,2024-09-16,2024,9,September,Q3,P10,Butter 100g,Butter,9013,276,174,9115,25,OK,FY2024-25,Monday,90,52.4,At Risk
IN005495,2024-09-16,2024,9,September,Q3,P11,Butter 500g,Butter,5859,286,257,5888,25,OK,FY2024-25,Monday,90,22.9,At Risk
IN005496,2024-09-16,2024,9,September,Q3,P12,Cream 200ml,Cream,8572,146,64,8654,12,OK,FY2024-25,Monday,10,135.2,Safe
IN005497,2024-09-17,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9176,180,269,9087,200,OK,FY2024-25,Tuesday,2,33.8,Safe
IN005498,2024-09-17,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9497,203,132,9568,500,OK,FY2024-25,Tuesday,3,72.5,Safe
IN005499,2024-09-17,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6809,241,177,6873,500,OK,FY2024-25,Tuesday,3,38.8,Safe
IN005500,2024-09-17,2024,9,September,Q3,P04,Paneer 200g,Paneer,5326,56,139,5243,30,OK,FY2024-25,Tuesday,7,37.7,Safe
IN005501,2024-09-17,2024,9,September,Q3,P05,Paneer 500g,Paneer,7291,281,278,7294,30,OK,FY2024-25,Tuesday,7,26.2,Safe
IN005502,2024-09-17,2024,9,September,Q3,P06,Curd 400g,Curd,5813,68,72,5809,80,OK,FY2024-25,Tuesday,5,80.7,Safe
IN005503,2024-09-17,2024,9,September,Q3,P07,Curd 1kg,Curd,4392,244,263,4373,80,OK,FY2024-25,Tuesday,5,16.6,Safe
IN005504,2024-09-17,2024,9,September,Q3,P08,Ghee 500ml,Ghee,5723,232,68,5887,15,OK,FY2024-25,Tuesday,180,86.6,At Risk
IN005505,2024-09-17,2024,9,September,Q3,P09,Ghee 1L,Ghee,7638,178,61,7755,15,OK,FY2024-25,Tuesday,180,127.1,At Risk
IN005506,2024-09-17,2024,9,September,Q3,P10,Butter 100g,Butter,9115,124,213,9026,25,OK,FY2024-25,Tuesday,90,42.4,At Risk
IN005507,2024-09-17,2024,9,September,Q3,P11,Butter 500g,Butter,5888,227,249,5866,25,OK,FY2024-25,Tuesday,90,23.6,At Risk
IN005508,2024-09-17,2024,9,September,Q3,P12,Cream 200ml,Cream,8654,90,93,8651,12,OK,FY2024-25,Tuesday,10,93.0,Safe
IN005509,2024-09-18,2024,9,September,Q3,P01,Milk Bulk 1L,Milk Bulk,9087,87,162,9012,200,OK,FY2024-25,Wednesday,2,55.6,Safe
IN005510,2024-09-18,2024,9,September,Q3,P02,Milk Packet 500ml,Milk Packet,9568,277,101,9744,500,OK,FY2024-25,Wednesday,3,96.5,Safe
IN005511,2024-09-18,2024,9,September,Q3,P03,Milk Packet 200ml,Milk Packet,6873,116,101,6888,500,OK,FY2024-25,Wednesday,3,68.2,Safe
IN005512,2024-09-18,2024,9,September,Q3,P04,Paneer 200g,Paneer,5243,211,165,5289,30,OK,FY2024-25,Wednesday,7,32.1,Safe
IN005513,2024-09-18,2024,9,September,Q3,P05,Paneer 500g,Paneer,7294,63,190,7167,30,OK,FY2024-25,Wednesday,7,37.7,Safe
IN005514,2024-09-18,2024,9,September,Q3,P06,Curd 400g,Curd,5809,148,213,5744,80,OK,FY2024-25,Wednesday,5,27.0,Safe
